author,comment
0utF0x-inT0x,"You found the boys, I guess they found you actually lol"
SpicyPringlez,It's called getting robocopped
MisterWafflles,Netcode
heathy28,"the bosses and other AI's can be super aggressive, I haven't seen the cultists for a while but I did see them once on shoreline at the resort and I thought they were cheaters they run FASTTT. truly is a horror experience at night."
BitterQuitter11,You expected him to not ghost-walk the door? You pleb.
hughie1987,That didn't look like ai to me with that decked out gun and the one on his back but idk
Donnerheld,"Getting tarkoved without lube, the video."
iicarusNA,"samething happened to me with tagilla, he was standing on one end of office and before i even had my gun up he teleported into me and i died instantly, wasnt even chasing me he was chasing my friend who ran past me"
Reggie2b2t,I literally thought this was a cheater video before noticing it was birdeye
BeefyZealot,Lmao… How did we get suckered into paying $150 for this shit game??? HOW ON EARTH IS THERE A SINGLE PERSON DEFENDING THIS?!? Daddy Nik is the Bernie Madoff of pc gaming.
alvaro761991,skill issue
lilsparklee,I have a clip of this happening to me and my squad on labs
DelugeFPS,You got the bird is the word'd.
TheFunkadelicOne,I had one floating in the resort on shoreline.  At least he wasn't phasing through walls lol
FoxLP11,"yea scav ai has been phasing through doors and onetapping me alot too, not even kidding"
Accomplished-Lord,Fuck this game man
nOobeynoodleman,This is a certified Escape From Tarkov moment
morklonn,"If it makes you feel any better, the goons aggro'd me when I was at RUAF and they were around crackhouse. They were trying to shoot me through the wall from like 75 yards away."
bungothecat,"It's honestly ridiculous. Didn't even know they were in my raid, I kill a scav in construction site and all 3 run from skeleton area and stare at me instant lmao."
Chaos744,Clear loser hacker. People suck man.
Zealousideal_Ad1110,Am I the only one finding that there is no problem here except a git gud one ? This is 100% legit atm even if he breached the door the pmc would have died from being chased
Dgarey94,Spawned there and went upstairs. 10 sec in I'm doubletapped through the glass by him
fireballmx,"This actually not as bad as when I died in that exact spot before they toned down the scavs - I got one shot by a scav who jumped on the MG at stronghold while I was looting the body. No warning, no noise, hadn't even been behind crackpots at all. Just instant death not even a couple mins into the raid."
321J123,Me and a couple buddies spawned in a room next to klimov street on Streets. And the off map sniper was lighting us up through the walls. The rubber-banding that was going on made it so we couldn’t leave the room and we died after a minute. The game is very broken and borderline unplayable.
slicktrickrick,Man something like this happened to me today. I was in the repair shop on customs chilling and a PMC comes in and immediately one taps me
MalaiseEnthusiast,"Isn't this fun and engaging AI behaviour? ""Bro, I swear, bro, raiders, rouges and bosses are beatable, bro, you just have to play carefully and tactically, bro. You're such a pussy for not wanting to fight them bro..."" Fuck ooooooff"
Naytham,Skill issue
BigShrekDaddy69,It's called a gaming chair guys chill
Ghost0fDawn,ITT: Everyone's an expert Networking Engineer
speedlead3,"good job bsg, the AI in this game is completely fair and not broken, just like you ""anti-cheat"" methods."
loongod5,skill issue
danieljackheck,People not CTRL+click to quickly move stuff into their backpack is a minor trigger for me.
MenaBeast,Did your shots even register?
Ooops_I_Reddit_Again,Was that a pmc? Or a cultist or something?
iiHadouken,Shit on
omegapenta,At least i'm not the only one experiencing this wtf is going on.
arxbidelic,Their ai were probably extra fucked bc tagged and cursed
XenithDragon,"People saying that the AI isn't the problem are clowning. This specific example is the servers most likely, but the AI is utter ass. Some days they are literal aimbot god's, 360 head tapping you, and other days they act likely they haven't ever heard of a gun and can't hit shit for the life of them. They aren't interesting to fight at all, and can all be easily cheesed, they just stand around and run one way, but they make up for it by having increased health and aimbot"
benelonari,you got ur ass clapped by that raider lol
TheOGjones23,That’s tarkov for ya 🤦🏻
SenpaiBoogie,Lmao damn
shashungyo,PMC jump scare
SINGCELL,"Sick game, clearly a skill issue"
Dwenki,"Ahhh yes, the famous ghost ability of bird eye, and his 260 no scope ""head-eye"" shot ; it's a new features. Honestly it's an unfortunate bug, sorry for you dude... But he have a really good gaming chair after all."
BigAsian69420,Defo skill issue
Dontwonbemyfriend,Never even ran into any of the goons and I'm level 23 and run mostly customs
Wooden_Negotiation94,I can smell the brick in your pants from just watching the video
mrfudface,"Died twice this way while I attempted to loot the USEC Camp on Woods on a night raid. Well not this close but more likely getting one tapped. My guess is, that the guy that spawned closest somehow triggered them & either got killed by them or moved on (with the new audio it's allways a bit ... tricky to call).  By the way I spawned on Outskirts or next to the ZB014 Bunker."
wantonbobo,*X-files intro starts playing *
Mips0n,"Shit Like this is what Made me Stop playing the Game.

Such Things just cant Happen in such a punishing Game Like tarkov. Gameplay is already hard enough. It's Just No Fun when, on top of this, Bugs and cheaters randomly reset your progress"
Zer0_Logic,"Happened to me on dorms with reshala goons, first death of wipe"
MFH44,"That’s called desync, your sitting still. He entered the room and blew your brains out on his screen but on yours it’s not matching up"
Martin_RageTV,That red hot ping will fuck you.
tflyvt,Skill issue
neckbeardfedoras,The ol' reverse koolaid
Dapper_Dan66,I had a scav rush my at spawn and killed me within 20 secs in raid
Wulfay,is this streets?
Bradur-iwnl-,When the goons are so op they can bend space time to kill you before they breach the door.
No_Potato6634,i know you think going into raid without armor is saving you money but it’s not boss. when you die to a scav you lose your bread anyways get good & get some ruble in your acct boi
NeekoBe,"Kind of unrelated, but i thought birdeye had 'cultist' silent movement? U can clearly hear him coming..."
Turbulent-Wolf8306,Im not even sure if the shit ai or shit servers are to blame but holy fuck.
JollyReading8565,Is that cheater or rubber banding on streets of tarkov lol ?
Luminisc,"""FBI OPEN UP"""
monkey5005,Dnclip
PharmAttack,Did you guys not see the ping? Dude was DCing hard.
Turusenperkele,I keep seeing these flying men almost every game I m on europe server is there server that doesnt have this much cheaters?
zarial6,"I mean, you're just bad at the game obviously"
MadMikeyB,Yoo BirdEye on Customs someone update GoonTracker!
noahsark02,No rig ? Isn’t that one of the 2 tagged and cursed reasons?
Kaneypoo69,Maybe play on a local server? What is that ping man
Omisco420,Git gud
Level_Remote_5957,Yeah the raider bosses are legit I think more horrifying then killa and Tagilla. Because they spawn in one of the few areas with no scavs but when they spawn it's like a police raid in pay day 2
DepressionHimself,I fucking hate this game
ChucklesAcademy,I like how he just skedaddled out of the room as if there were more pressing issues at hand
HighlightFun8419,"i love how he *immediately* turns to leave. inhuman levels of confidence in his one-tap. not even interested in loot. just ""*Fuck this guy in particular*"" and then immediate 180 out of there.

the disrespect."
H3AVY_W3APONS,"I can't believe how bad these servers still are despite the game being out for 7 years. Absolutely unbelievable. And to then have the audacity to have ""tournaments"" and twitch partnerships to raise money just to invest a fraction of it into development and have the rest go right into their pockets. The slow paced development and lack of content is another major issue but it's totally fine guys because iTs JuSt A bEtA. The best excuse nowadays for developers to leave themselves all the time in the world to develop their games. Now for games in general I don't want a rushed game like Cyber Junk: 2077 but at the same time it is just embarrassing how long developers can use that beta excuse in today's times. I absolutely love Tarkov and have been playing it since day 1 but it's clips like the one above that make me close the game for the day and play something more polished.


tl;dr: it should be illegal for the game to be in this state after it having been out for almost a century."
Stinkypits2,*skill issue*
sixnb,"Be happy OP, they just made a bunch of ammo and availability changes instead of fixing broken jokes like this that have been a thing for years. 

/s"
jloll1,"Bsg hasn’t made a boss that feels good. They think aimlock and other superhuman bullshit is “hard” (which, I guess it is), but imagine if there was a boss level ai that didn’t require cheesing. That’s my main turn off this wipe. I don’t want to play this game if everything difficult requires some bullshit strategy that you get from YouTube. You shouldn’t have to cheese everything in this game, from rogues to raiders to the “goon squad”. If you’ve run into killa this wipe, you’ll know he’s the most retarted he’s ever been. I’m done with it"
B0BBYbaby,Ill just grab this bandage 😂
New-Needleworker-568,"I know some people are saying the ai is broken (they fixed it a couple days ago), it’s actually a player cause of the USEC uniform so he was most likely a cheater."
Chinpokkomon,you know i would be okay with the ammo changes if this shit wasnt so horrid
AdConfident7002,"Hahahaha fuck. Sometimes you just need to accept it’s meaningless pixels that you are losing, and laugh at the absurdity of this game."
TheCommonPlant,you spin me right round baby right round? L :/
datNoobstuffz,"""lol skill issue get good kid"""
Iteroparous,Skill issue
Raendolf,Its getting annoying. Either Scav Run or PMC they are always there. I never encountered cheaters before but this wipe is enough for 3.
Ghost0fDawn,"whats the difference between cheaters and AI?  


The cheaters will leave the raid when they fill up on loot."
Unspoken,tagged and cursed due to not having an armor or vest on
