author,comment
AD_VICTORIAM_x,"Amazingly and rare demo - consoles with a installed / playable version are worth thousands !!!


Loved it back then - wish they made it full game :/"
Junk-postsforfun,"Bro idc about a horror game, im trying to play ""Man: Game of the Year Edition"""
Financial_Bird_7717,Someone explain this to me like I’m 5.
archivable_guy,What's the cost of the PS4 with the game
Phantom_61,"Yeah,  it’s in her library but that little down arrow means it’s not on the system.

She can’t download it again.

My PS4 died,  I had that in my library too,  tried to DL it on my replacement and it’s unavailable."
BigoteMexicano,So she's playing alien sex simulator. She's an adult and can play what she wants.
GrandmaUterus,watched my buddy play it while I was on acid was dying laughing then I played it sober and it was like yeah this is not a game for me
Aliengrunt,Braindead post...we all have that download picture. You can't do anything with it. Fuck off OP
Artistic-Community92,You can redownload it
HvyMetlAlchemist,Whats pt?
Nemesis034,You can get some solid $$ for that PS4..
MetalRevolutionary48,"Your aunt has great taste, gotta give her that"
Pr3dYs,damm you are lucky :D
Goomvario,I don't get it (I'm dumb)
Leoanimate,What is that?
,"Man I feel bad she played ME Andromeda, hopefully that didn’t give her a bad impression of the ME franchise"
Casual_user1012,"Bro, now at! She has Man game of the year edition?"
vrex66,And what? It’s was a popular demo when it came out so of course many of us will have it but can’t play it.
TheBurningTitan,This game was so scary I would hide under the table with my friends and try to play the game without even looking at the screen
Huitiancong,Sell it
i_eat_baby_cows,Your PS4 is worth  lot now.
Thicc_Alchemist,That console is worth a lot
ClutchKing240sx,Love silent hill!
Thursbuger-Gaming,Nice find aunts are the best😆
BlkLoc,Scary ass game!
BuddDwyer420,EASY MONEYYYYYY
ghostmeatpilot,"Oh man!

Not only does she play ""MAN"" but she even went for the GOTY edition.
Based."
Lord_VWPhaeton,"Man: game of the year edition



to quote the great bruce campbell: ""what would spider man be without his spider powers? ill tell ya. he would be... MAN. is that what you came here to play? Man 3? i dont think so. so go crawl up the wall. yknow... like spider man?"""
SirDinkleDink,I still have it as well 😊 really wished it would've became something more
FlyingDutch1988,Still got my ps4 with the game installed.
IntergalacticAlien8,"I heard that playstation 4's that have pt in them actually sell online worth well more than a PS5, since you can't download it anymore. You could make some great cash off of that if you really want to."
EpicTiger30ukyd,Potato thriller
QR_1,"NO WAY, She has a game with the backyard of an old Japanese game developer/director as a cover 😱"
adamanimates10,"Red box instant ☺️
P.t💀
Sims 4😄"
Ball_Sniffer6000,"Man: GOTY Edition is truly one of the best video games out there, it somehow managed to touch me more than my uncle."
sexualinnuend,Still got it on my ps4. Never wanted to delete it. Play it with friends on Halloween sometimes.
ascot36,Love pt
Candidghd, a nice game about a Forest”
yick04,"My wife is not a gamer in general but she loves horror games, so I don't find this that shocking."
Foxfalco1607,I still have it installed on my PS4 I don't use anymore
ninjafreddy300,"I still have pt demo downloaded on my ps4, I try to play it but I got too scared lol"
BiasMushroom,THE HOLY GRAIL!
MrBanballow,"Getting that third giggle was an accomplishment. I tried all the online guides and couldn't get it to work. Finally, I whispered a word into my mic, a name that is loved by children of all ages...


""**Batman**""


... kids love the Bat."
ZenKorvein,Still have PT downloaded ite a shame it never got finished thanks to Konami. 😭
BednaR1,"Could you explain? Asking for a friend...,"
Herr_Raul,Sell it for 500$
OrdinaryCactusFlower,I should have never deleted it
RHusa, I have a ps4 with it downloaded. Who wants to buy it?
SNES182,Oh boy. Id he downloading that
ShambolicPaul,Turns out the scary lady is behind you ALL the time. She's attached behind you. Creepy as shit.
flyingwhale1229,You could easily sell your console for hundreds just for that demo
FweffweyMcRoy,You have a rare game on ur hands.
InternalReveal1546,Someone actually bought my PS4 off me because it had pt on it. I changed my password for my PS account so I don't know if they can still play it 😂 I'm guessing they added it to their collection and never tried to play it.
zildux,Sad if it was still.on their playstation it would be worth 2-5k and at the right auction could go for more
Joeyc1987,Your aunt has seen some shit.
blammo555,Money
Whryyyyyyy,Holy shit REDBOX INSTANT!!
RaptorR5,"Man I just sold my original PS4 to a good friend yesterday, it still has PT downloaded on it. I wonder if I could pull the copy off of the external drive. I showed that demo to so many people."
Lanky_Improvement806,R.I.P ORDER 1886🥀
BouncyBAWLS,Dude that console is probably worth some money now.
Svanilla,Still got P.T. on my external hard drive. I will never delete that gem
magicchefdmb,I’ve had it sitting on my old PS4. I wonder if there’s still a special market for selling it with PT on there
Onibachi,My mom bought her bf a ps4 from a pawn shop. I went over to setup PlayStation plus and such. Lo and behold pt was downloaded and playable. Enjoyed it for a bit. She ended up selling it back to the pawnshop for like $100 even though way back then it was infamous online for being no longer available and could be sold on eBay for like $300 if it was playable.
8-Mirage-8,Ain't no way
8-Mirage-8,U got Redbox Instant u lucky
LimpTeacher0,Shame she deleted it
Kwabo,"My ps4 also has PT on it still, never gonna remove it! It's installed btw."
OkBottle2000,I have it but can’t download
TrexismTrent,Can't download it anymore its in my library too
mortarded14,I still have this game installed. The fuck should I do with it it's been 9 years.
angrygrumphead,"If nobody has played, I highly recommend atleast watching a playthrough of it. By far one of the scariest games I've ever played and I loved every second of it"
vallreign,Have it in my library too- shit went hard when it was out- I remember I had it months after it was deleted still installs- friend dared me too delete it and that was the last time I was able ti play it. Twas good for the time shame it was only a demo. I’d say it was scarier than OUTLAST
oghaithy29,She made it into rare ps4 with playable P.T.
FenrirGreyback,Still have this baby on mine as well.
DurpOverlord,don't ps4s with PT installed go for decent money?
SpaceZombie13,the arrow implies it's not installed. can it be downloaded?
