author,comment
_-DEVGRU-_,"TRUE GOLDEN ERA OF GAMING ✨

-NES
-SUPER NES
-SEGA GENESIS
-N64
-SONY PLAYSTATION 

…Change my mind‼️"
McWeen,So you are mid to late 30s?
polsar188,"The golden age of gaming is subjective.
Everyone's golden age is the era they have the fondest memories of, and they are all valid and correct."
himynameisyoda,the pc games as well.
dub_life,Idk my man I think we're living in it RN.  PS4 and PS5 w the Xboxes and Super Wiis.  2023 is da bomb.
Sinonyx1,"""what i grew up with was the best."""
Beautiful_Exam_1464,"I grew up on SNES, N64, PS1. I was a teenager during the the Ps2/Xbox generation. In my twenties, it was the 360 era. The 360 era was the greatest. This is why the games form that period are being remastered ad nauseam."
Sir_Rated,"Ps2 was the console that refused to die. 

It was also the pinnacle of fun, couch co-op"
Spacebud95,"PS2 is the GOAT imo. Top tier games, PS1 backwards compatibility, could stand it vertically. Good shit through and through. If it had Halo on it then it wouldn't even be a competition."
carbonatedshark55,"I don't know, man. This was still at a time when gaming was seen as childish and a men's only club. If you ask me, the 70s and early 80s were the golden age just because gaming was more inclusive and every game was unique. I will say that the early 2000s was a time where 3D games (gta 3 and halo) really showed their full potential, and the PS2 is at one of the top 3 game consoles of all time."
kynthrus,Just remembered the gamecube startup sound and now I'm deaf.
Niliks,I can still head the PS2 Dive and the Game Cube Roll
N7Longhorn,Agreed
Knighthawk235,I miss that era of gaming!
triscuitsrule,Replace Dreamcast with Nintendo game boy and yes.
LouisVonHagen,I respectfully disagree. The PS3/Wii/Xbox 360 days were truly the greatest age and I've been gaming since NES. Longest gen consoles and they had the games to prove it. So many improvements to graphics during that one generation  that really showed what the hardware could do. Abundance and quality of games too. I've been pretty disappointed with the ps4/Xbox one generation.
forkandspoon2011,"Saturn, 64, and PS1 for me."
TheZoomba,The ps2 was so powerful. I believe that thing could power a supercomputer
Sector7B,God I miss og Xbox.
DrooMighty,"This image perfectly sums up my middle school experience, that one brief stretch where all 4 of these consoles existed simultaneously. Good times..."
xXKingDadXx,"Dreamcast was the GOAT my brothers and I played the ever loving shit out of that console, it was the perfect couch co-op system.

It also had some sort of flaw where it was super easy to copy games, my dad would take us to the flea market and we would go to this guy's named John's booth where he sold games for $5 a piece. We had a CD binder full of games. Good times."
