author,comment
GomeroKujo,As long as the game works I’m happy
IAMLightning01,Where's Titanfall 3 at Respawn???
ConesMalone,Honestly I’m not mad. I was trying to figure out how the hell I could play everything that was coming out in march anyways
Pizzadontdie,What games haven’t been delayed.  No one’s taking release dates seriously in 2023. It’s all a joke. It’ll come out between 6 months and 2 years later than originally stated.
wykah,"This is indicative of a go-live date being more important than a finished product, and why we get to play incomplete games on day 1."
CataclysmDM,Fine by me. You only get one chance at a first impression.
Meta_Boy,"Wow. I am so excited for this. And this is how I find out ...

... that it was supposed to come out in March already?? I am stoked, April is basically tomorrow anyway. Let's fucking gooooo"
BisexualCactusNoises,Good. Fuck crunch time. Fuck bad work environments. Give them another year if they need it.
GuessWhoItsJosh,Cool with that. About halfway through Fallen Order right now. Guess I'll have a nice little break between them now.
Darklord_Bravo,"Good. This means less chances of performance issues at launch. I'm all for it. Also, I have several other games that it would have overlapped with. This gives me some breathing room to play them. Respawn thankfully, has high standards. This isn't a big deal for me."
Lwe12345,"A delay never means it will be more polished on release. It means they’re scrambling because the deadline was way too ambitious, and they have to find the right balance between unfinished and ruining the hype. Not a good omen"
squibubbles,Delays honestly are a breath of fresh air these days. Shows commitment to releasing a good product and that the devs are being honest about the state of the game.
Lucifersasshole,When companies do this people need to be chill about it. It's better than releasing a half finished game. Which seems to be becoming industry standard.
Successful-Whole4307,I literally downloaded and started playing the first one for the first time today. I can wait
gargamel314,"This is disappointing, but it's good to see them prioritizing quality over the almighty $."
JoeyFreshwater92,It’s crazy how 10+ years ago this was sad news but now I love it haha
Entropy1991,Who are these people and what have they done with EA?
Jestersage,"So, Respawn:

* You are delaying Jedi Survivor
* You have no content for S15 and even upcoming S16 on Apex
* You are closing down ApexM.

Mmm...."
ChefHannibal,That's fine.  Put out a finished game.
Worien03,Who cares. Delay it as long as necessary to release a finished product that is polished and complete. Apparently this is too much to ask for these days.
bruhwhome,"Take all the damn time, I hate when developers just rush a game. I rather wait 3 or 5 years for a game then get a shitty one that'll be good after the 3 or 5 years of patches."
beetea72_74,"It is better to deliver a finished product, I'm tired of doing the beta testing after I pay for a full game. And remember, no pre-orders!"
irish_steelste,Ea definitely going to release this broken 3 years and its still delayed CASH GRAB 100% ⚠️
Odiwan-Kenobi,"Take your time, we'll be waiting. The force is with you."
KeystrokeCowboy,People who preorder deserve this..
foxyxz,"Poor developers, no sleep for 6 more weeks. Sounds like crunch time untill release..."
icantreeee,Didn't want to go toe to toe with RE4 remake
Froticlias,Tool is a great band because they take their time and set a release date when their stuff is ready. A lot of companies could learn from that.
Trimere,Boycott EA.
StannisLivesOn,I am okay with this.
Illuminaso,"I love how they say this like it's a sad thing. I'm like ""YEAH!!! Delay it more! Make it as good as it can possibly be!""

&#x200B;

I'm patient. I'll play it and enjoy it whenever it comes out. They won't lose my sale over this. I need them to understand that delaying games isn't a bad thing."
Lupe499,Rather delay than release a half finished game
SirReal10000,Good. Every delay means release will be better.
cosmernaut420,"Dear every other developer:

Just do this."
gba-sp-101,Better delayed than shit
diggydillons,This is a bad sign
tyehyll,Dead Island 2 be like 👀
Darktyde,"Where’s that Ep III Darth Vader gif when I need it

Edit: prediction: the game drops April 28th and then a week later on May the Fourth they unveil a live action Cal Kestis project"
EvelynnLilith,Even better! Comes out on my B-day now!
RocketPowah,"Now a days with the amount of great games out to play, it's no issue to pick something up while these delayed games get a good polish."
LightmanHUN,"Its alright, february is too stacked already."
FallenRanger,I'm so pumped for this game. This team has to do what it has to do. Looking forward to it.
Fapasaurus_Rex1291,Fine with me. I wanna play a complete game. I don’t mind waiting.
SCHARKBAIT11,I mean w the past track records of last years games .. I would say that’s okay with me if it’s actually done when they release it
CaptianLedger,Glad they're taking the time to make sure it's released with no problems.  6 weeks is nothing
Moody_GenX,I ain't mad. I'm glad they're going to release a product with minimal bugs.
J4k1415,"Delay anything as much as possible idc.

Just make a good game."
hutt1010,"Good, send out the best product possible. No need to rush out glitches and crashes!"
-praughna-,6 weeks is 100% reasonable to me
LevelStudent,"No big deal, happens a lot right now and there's no rush it's just a game.

If you're scheduling time off for a game release this far in advance still you're basically asking for it."
adderrson,Seems like a missed opportunity to not release the game on May the 4th if you ask me seeing how this date is so close to that.
JigsawNightmare,Sweet. Comes out closer to my birthday now.
Zyker,"Before it was right around my birthday and was going to be a gift... Now I have to get it for my baby's birthday and that's way harder to pull off, rationale-wise."
czartrak,"This is the one game currently I want to be 100% right, so im down for them to take as much time as they need"
pantherghast,"\*Insert Darth Vader ""NOOOOOOOO"" here\*"
hendrix899,"As long as the quality is good, it doesn,t matter if it gets delayed a bit. I was actually afraid they were going to rush this game because Fallen Order was so succesful."
smogop,"Just in time, since PS5 was FINALLY released as of a few days ago instead dripping out like coffee out of a coffee machine. I can literally go into the store, today, and buy one with an hour."
d_rek,"Enter crunch mode, you will"
eXclurel,Understandable. Have a nice day.
Spodson,I know a lot of gamers hate these announcements. But maybe it means the crunch at the end will be minimized for the workers.
murcielagoXO,This is how they win me over.
Mau533y,"Noooooooo, I booked time off work to play this!! 😭😭"
Bowens1993,"Oof, it must be in a pretty bad state right now."
chrish_1977,Gotta get the micro transactions sorted out
Genus109,i hope it’s good. Because fan of the property are barely surviving as it is. Plus the title sounds like they’re in a therapy session. “show me where the Sith hurt you”
Robman0908,Another title delay. Shocking
Warlord68,"If it means fixing issues, DELAY!!"
Plamen_K,"For the love of god, developers should learn to delay things for as long as they want, so long as we dont get another halo infinite or cyberpunk (i dont wanna start writing a book so ill stop there)"
AcademicApricot2600,By the time it comes out Noone will have the money or the time it takes to watch the movie..be to busy hiding from the nuke fallout of the war.
MojoRyzn,"“Thanks to EA and Respawn for giving us the time to deliver the best experience for our players”. 
Who is “us”? Isn’t this a statement from EA and Reapawn? Why are they talking like they are not them? Weird."
Emoretal,Delay it for as long as it’s needed for us to get a bug free game. The bar is high. Please driver quality.
SizzlerGuestWIFI,Okay with it. Just make it good.
helloiamdog,"""A delayed game is eventually good, but a rushed game is forever bad.""
- Shigeru Miyamoto"
mr_streebs,"Video game publishers need to start asking when the devs think it'll be ready and then announce the game 6 weeks after what the devs say. 

In all seriousness I want them to take their time"
Stravis86,No problem if it means it releases in a better state than it would have
Alternative_Gold_993,Good. Make it right.
FaZ3bubb1e,This is actually good. They are taking the time to perfect their game. They also may have found some problems with the game and are fixing them
StoicSmile-,"I bought fallen order last month for $10 (just before playstation plus gave it out) mostly because my friend said it was like a souls game if you played on the hardest difficulty.

I am genuinely surprised what a great game it was. I’m nearly done the story and clean up for trophies. Im blown away at how well they pulled this off. This makes me happy to see, I’ll definitely be buying this one."
ContinuumGuy,I'm glad it's getting delayed. My gaming schedule is jam-packed right now.
TheBroccoliBobboli,Let's just hope they release a good game eventually. Doesn't really matter when exactly.
Top_One6911,"I’m disappointed, but If the game will be better for this, personally I’m willing to wait"
netsuj34,"If my meal isn’t done cooking, I am more than willing to wait longer than eat it undercooked. We can wait"
Sillyvanya,"#NOOOOOOOOOOOOOOOOOOOOOooooooooo

(jk I hope they take as much time as they need)

(also yes that was the Vader one)"
intercop,That's the right decision. It's better to see a finished game later than to get a raw product.
datalinklayer,"Lol everyone upvoted people saying ""good"". You all really think an extra 6 weeks will make that much of a difference? If it's being delayed than there are problems and probably will still have problems on release. The first one was full of issues on launch and which game that has been delayed in recent memory was actually perfect on release? I cant think of any."
Grumpul,It's gonna bomb.
1gq2nvqr,Bad sign.
flyhi808,Does any game come out on time at all these days?
Damerman,Im kind of happy about this. Im trying to foster an unhealthy obsession with VII remake.
JoshuaNLG,Why do they even give us release dates at this point? We all know everythings gonna get fucking delayed anyway.
jillsvalentine,"Honestly I was a little worried with only having a week to get through this before Resident Evil 4 Remake came out, so I’m happy to wait a bit so this can get the polish it needs and we deserve."
underdogsurvivor2020,Yeah cool. Just give us finished game
Spidey703,EA is wack and will ruin it. Mark my words. If they are smart they will learn from Breath Of The Wild. But it is EA. And EA loves money grabs...-Optimistic Obi-Wan
13xnono,The micro transactions system must of had a serious bug.
naterninja550,"Maybe they should try and get the date right. You guys getting conditioned for delays as if it will make a big difference. Downvote me, but it’s true. It’s the reason that games like skull and bones and dead island are taking so long even though they will come out mid."
Mission_Cause368,"It’ll still be riddled with bugs because EA is involved, yet people will be surprised."
RealEyesRealize420,Games are just a joke and have been the past few years they need to stop announcing the game until it is ready!!!
oX_deLa,"Got it!
Those poor guys are being overworked to death AND the game is gonna be a shit show! 😉👍"
