beta	mlge	ge	mlemd	emd	mlgft	gft	mlcount	count
5	0.012429060363144787	0.0	0.10476000000000117	0.0	0.5012245783704088	0.0	21	19
1	0.09713670295215483	0.07737966794214492	1.5025597104600283	0.8333220000000077	1.9034948747372449	3.3320402049001703	222	60
1	0.10045686710316354	0.07833914889796795	1.4868197764200284	0.7785600000000077	2.1203254052112968	2.9976469194196675	222	60
5	0.0	0.0	0.0	0.0	0.0	0.0	20	18
2	0.08414320307257828	0.06091826445486904	1.1665840000000147	0.6711853858620017	2.0328422048105903	2.472447570952921	126	46
7	0.0	0.0	0.0	0.0	0.0	0.0	20	17
2	0.09075624476650172	0.05981193834128322	1.292365000000002	0.6470633529360018	1.9232754900961857	2.2320195482600744	159	51
4	0.0	0.0	0.0	0.0	0.0	0.0	20	19
7	0.0	0.0	0.0	0.0	0.0	0.0	20	16
1	0.0996824182670671	0.07855879250070734	1.5207498558000156	0.8156800000000064	1.9732512270768954	2.6503544169253272	221	60
7	0.0	0.0	0.0	0.0	0.0	0.0	20	15
3	0.06341704749225503	0.040315899161005676	0.7095490000000015	0.39285260714700104	1.4201470494347013	1.6689473604208838	47	28
1	0.09972177654912169	0.08608051364489173	1.5408246495000284	0.9309400000000079	2.022060891898716	3.0928524541291567	222	60
5	0.0	0.0	0.0	0.0	0.0	0.0	20	16
5	0.0	0.0	0.0	0.0	0.0	0.0	20	18
4	0.0	0.0	0.0	0.0	0.0	0.0	20	18
7	0.0	0.0	0.0	0.0	0.0	0.0	20	15
7	0.0	0.0	0.0	0.0	0.0	0.0	20	19
6	0.0	0.0	0.0	0.0	0.0	0.0	20	16
1	0.09842413959050755	0.06545016514813837	1.453243894320017	0.7376850000000049	2.389018329070247	2.593706421962129	223	61
7	0.0	0.0	0.0	0.0	0.0	0.0	20	17
6	0.0	0.0	0.0	0.0	0.0	0.0	20	16
5	0.0	0.0	0.0	0.0	0.0	0.0	20	17
7	0.0	0.0	0.0	0.0	0.0	0.0	20	17
3	0.07498453821577236	0.048879046683365256	0.9670550000000024	0.48717851282100094	1.6988230825482502	1.8959164643372788	82	39
5	0.012568070021785702	0.012151884001206203	0.10714100000000093	0.08187200584800203	0.46706359210780596	0.638409657880516	21	19
7	0.0	0.0	0.0	0.0	0.0	0.0	20	16
3	0.07459287808112598	0.05885096678359215	1.0303320000000096	0.6430254349860011	1.4565446540180857	2.303885413948579	89	47
5	0.0	0.0	0.0	0.0	0.0	0.0	20	18
7	0.0	0.0	0.0	0.0	0.0	0.0	20	18
6	0.0	0.0	0.0	0.0	0.0	0.0	20	18
3	0.0	0.0	0.0	0.0	0.0	0.0	20	18
2	0.08380932193348324	0.05937528552252118	1.2140950000000181	0.6568810000000023	1.7720475816674832	2.374105626931215	184	58
2	0.08750216834800044	0.0706020283512747	1.3225500000000172	0.8298660000000037	2.0873137406300732	3.140019938685877	199	58
4	0.0	0.0	0.0	0.0	0.0	0.0	20	18
4	0.0	0.0	0.0	0.0	0.0	0.0	20	18
4	0.020648340290232946	0.0	0.1954350000000028	0.0	0.26466097634385244	0.0	22	18
6	0.0	0.0	0.0	0.0	0.0	0.0	20	18
1	0.08959831495728839	0.07053741597618805	1.3403251621800283	0.7588140000000062	2.699756690957373	2.961703821782445	222	60
3	0.06288775182162443	0.05016888729560045	0.7935880000000014	0.46653369168000136	1.0653113422764342	1.5549013843408312	39	29
1	0.0941109183279208	0.07227345003633116	1.4890448482800283	0.7777660000000055	2.16437589450794	2.4913856029835038	222	60
6	0.0	0.0	0.0	0.0	0.0	0.0	20	18
4	0.0	0.0	0.0	0.0	0.0	0.0	20	15
1	0.08157294424332834	0.06577354897663255	1.3376552622900284	0.725431000000008	1.8053829127845842	2.4197929012543815	222	60
2	0.08030171505436842	0.05971460454077935	1.2224004897720164	0.6678443857260035	2.251180851113241	2.410150684373907	193	56
5	0.0	0.0	0.0	0.0	0.0	0.0	20	15
2	0.08878302095768892	0.07752494260294736	1.315750000000023	0.7967990000000004	2.1310300690462167	3.367980532545002	177	53
2	0.08366693186426984	0.06596181751267942	1.2605120000000247	0.6862713137280025	1.929979840212274	2.489134037464078	171	51
4	0.0	0.0	0.0	0.0	0.0	0.0	20	19
2	0.08703425874369466	0.06098149535946998	1.1955753529920177	0.6666713333280024	1.9107925962283294	2.5461049233561974	136	51
4	0.0	0.0	0.0	0.0	0.0	0.0	20	18
2	0.0887827072025376	0.06640652457668657	1.2453820000000213	0.7049993700000017	2.107707053191083	2.511333395644005	154	50
5	0.0	0.0	0.0	0.0	0.0	0.0	20	17
3	0.07487976646687901	0.05675809540589938	1.0175160000000085	0.5437454937420004	1.8411467051807278	2.3736437065975324	74	32
3	0.07206344403845863	0.05822377462007851	0.9290560000000029	0.5478855529380009	1.7409595002272062	2.2446470046864984	43	35
4	0.0	0.0	0.0	0.0	0.0	0.0	20	16
5	0.0	0.0	0.0	0.0	0.0	0.0	20	17
6	0.0	0.0	0.0	0.0	0.0	0.0	20	19
7	0.0	0.0	0.0	0.0	0.0	0.0	20	19
7	0.0	0.0	0.0	0.0	0.0	0.0	20	17
4	0.0	0.0	0.0	0.0	0.0	0.0	20	17
7	0.0	0.0	0.0	0.0	0.0	0.0	20	17
7	0.0	0.0	0.0	0.0	0.0	0.0	20	19
1	0.10611977929353855	0.07550210608705135	1.4710248369300285	0.7722110000000054	2.440992565733344	2.9356382365826192	222	60
4	0.046225732247277496	0.03868865893250844	0.5499860000000018	0.33722478556200053	0.7798204955846498	1.1455839905203686	30	27
3	0.06752181510933343	0.04707476184655559	0.936032000000003	0.4545445454550028	1.627377670512893	1.7902409454477575	43	33
2	0.06963373409087455	0.041063852837893135	0.8213900000000028	0.37036200000000363	1.9130297981305528	1.9879067596987632	42	27
1	0.08769530274795524	0.0667737100967501	1.3228052946600284	0.7055570000000053	1.6999987707572102	2.607545596285636	222	60
5	0.011751607622788304	0.01206369160923138	0.10476000000000117	0.08479600292400202	0.14189557155142576	0.22194838510501894	21	19
4	0.0133749459375592	0.0	0.10714100000000117	0.0	0.15128491894303153	0.0	21	16
5	0.0	0.0	0.0	0.0	0.0	0.0	20	18
7	0.0	0.0	0.0	0.0	0.0	0.0	20	18
7	0.0	0.0	0.0	0.0	0.0	0.0	20	17
5	0.0	0.0	0.0	0.0	0.0	0.0	20	17
1	0.09441279054843864	0.07858270856322251	1.4520600342600285	0.8686180000000064	1.92490700325899	2.5760097323049616	222	60
4	0.042038283945921066	0.030039363780525	0.4758500000000035	0.25383581539200206	0.6423488391472341	0.671182862625247	29	26
6	0.0	0.0	0.0	0.0	0.0	0.0	20	19
7	0.0	0.0	0.0	0.0	0.0	0.0	20	19
7	0.0	0.0	0.0	0.0	0.0	0.0	20	16
5	0.0	0.0	0.0	0.0	0.0	0.0	20	18
7	0.0	0.0	0.0	0.0	0.0	0.0	20	18
7	0.0	0.0	0.0	0.0	0.0	0.0	20	16
2	0.0873451010949225	0.0677625618672646	1.2885120000000132	0.7307623846140034	1.9754412900703353	2.8486088451154914	166	52
1	0.09052168733217744	0.06626161358263624	1.3918720303680157	0.7238770000000049	2.1705126003526436	2.6829711797741203	224	61
4	0.0	0.0	0.0	0.0	0.0	0.0	20	19
4	0.0	0.0	0.0	0.0	0.0	0.0	20	16
4	0.0	0.0	0.0	0.0	0.0	0.0	20	17
1	0.09116766977532079	0.07183038232513955	1.4008501846500157	0.8055470000000055	2.111040634637109	2.647535711703073	221	60
7	0.0	0.0	0.0	0.0	0.0	0.0	20	17
2	0.08792276930809251	0.06905868075717618	1.280222000000007	0.7169753396160005	2.215955871826038	2.844630865815165	172	53
4	0.0	0.0	0.0	0.0	0.0	0.0	20	17
4	0.04799429548491102	0.032315718101123866	0.5058760000000012	0.30555786111000205	1.1735341589125194	1.303201853351003	34	24
7	0.0	0.0	0.0	0.0	0.0	0.0	20	18
2	0.09833651817982719	0.0652571222504726	1.33202400000002	0.6815680000000064	1.878247991286201	2.586292529306908	167	57
3	0.0731991356844514	0.044336251997762414	0.9142660000000055	0.4072397760180013	1.502326409730777	1.3130677446834391	56	26
3	0.057306568915984624	0.04039014221053337	0.6911680000000013	0.3879248448300021	0.8823247382145564	1.2589929291656972	34	29
5	0.0	0.0	0.0	0.0	0.0	0.0	20	20
3	0.07742563002755612	0.055606807474522964	0.8954404000320003	0.48386951613000206	1.4812507053078976	1.9295427661905824	55	31
2	0.08579661970670019	0.06644054540350272	1.2498800000000136	0.7019143269180034	1.4945042171247351	2.292206077683914	170	52
3	0.07255123862692632	0.05562747946919325	0.8845930000000041	0.5110985650770001	1.5292055296796456	1.905401959575622	52	35
4	0.0	0.0	0.0	0.0	0.0	0.0	20	18
4	0.0	0.0	0.0	0.0	0.0	0.0	20	18
5	0.0	0.0	0.0	0.0	0.0	0.0	20	17
7	0.0	0.0	0.0	0.0	0.0	0.0	20	18
4	0.0	0.0	0.0	0.0	0.0	0.0	20	18
4	0.0	0.0	0.0	0.0	0.0	0.0	20	15
4	0.0331776422226947	0.018307154014161622	0.35831900000000344	0.13331994999600005	0.771560494050153	0.8279282970244753	24	20
2	0.07615581905272051	0.0543704689856593	1.2350004900000036	0.6551580000000022	1.5580436798331818	2.3629545489055968	200	58
7	0.0	0.0	0.0	0.0	0.0	0.0	20	19
5	0.03331890677192719	0.026401738424543197	0.3461400000000034	0.21212087878800173	0.5735338202676729	0.7505753587370878	26	22
7	0.0	0.0	0.0	0.0	0.0	0.0	20	18
3	0.0769257436635581	0.05626925330956895	0.9243750000000028	0.5555595058440032	1.3870571998909307	1.7733632066264595	82	38
2	0.08216000517548626	0.057975748918348266	1.2557253739500198	0.6666660000000054	2.227739850147966	2.294949698853367	199	54
1	0.08987587555676614	0.06324039232699451	1.3659202145280158	0.7212920000000023	2.438626863294546	2.6430915107838726	224	61
6	0.0	0.0	0.0	0.0	0.0	0.0	20	17
6	0.0	0.0	0.0	0.0	0.0	0.0	20	19
1	0.09182927725124582	0.06575229138154046	1.4209698883200284	0.7219190000000081	1.8805091212505642	2.2093828868944616	222	60
5	0.0	0.0	0.0	0.0	0.0	0.0	20	16
2	0.09018377283393868	0.06575856270722813	1.343235046140017	0.7169753219280004	1.9217437741117753	2.698083848479785	182	53
3	0.07136190119329941	0.05468778772005951	0.8992040000000102	0.557887540776003	1.5414235067696598	1.9554998808018231	63	40
7	0.0	0.0	0.0	0.0	0.0	0.0	20	17
7	0.0	0.0	0.0	0.0	0.0	0.0	20	17
1	0.08997955663428964	0.06564445250076947	1.3867651008900284	0.7166570000000053	2.2165771610345755	2.7725298848353797	222	60
3	0.0	0.0	0.0	0.0	0.0	0.0	20	17
1	0.08735759943596011	0.06539956785003784	1.3642401342600283	0.7444360000000054	2.175483335719202	2.6216661343135814	222	60
5	0.0	0.0	0.0	0.0	0.0	0.0	20	17
7	0.0	0.0	0.0	0.0	0.0	0.0	20	15
2	0.08516631846515023	0.06499289976969609	1.3063043321280066	0.7337650000000044	2.1922314856015093	2.4571928882882976	186	54
1	0.08871938119667921	0.06786449512340349	1.3569551390400285	0.7555460000000054	1.9195427043527702	2.7948341287658223	222	60
6	0.0	0.0	0.0	0.0	0.0	0.0	20	14
3	0.0	0.0	0.0	0.0	0.0	0.0	20	18
1	0.09132249550432812	0.06861319129992698	1.4286999007800283	0.771051000000008	2.224938967988199	2.5989132385521247	222	60
1	0.09749976992766783	0.06623839229212918	1.4516318448960157	0.7340270000000022	2.4158988835863338	2.841208963283292	224	61
5	0.0	0.0	0.0	0.0	0.0	0.0	20	19
6	0.0	0.0	0.0	0.0	0.0	0.0	20	17
2	0.08352409182042485	0.05901678493459592	1.2498920000000084	0.6360463741560018	1.896386141376312	2.3311651836844693	155	49
5	0.0	0.0	0.0	0.0	0.0	0.0	20	17
6	0.0	0.0	0.0	0.0	0.0	0.0	20	20
4	0.0107278024882936	0.0	0.11190400952400138	0.0	0.15869478406358678	0.0	21	20
7	0.0	0.0	0.0	0.0	0.0	0.0	20	20
5	0.0	0.0	0.0	0.0	0.0	0.0	20	16
1	0.09108602932639276	0.06703501799214494	1.4246400278100284	0.7666580000000054	2.289574705731366	2.43781714155066	222	60
5	0.0	0.0	0.0	0.0	0.0	0.0	20	18
5	0.0	0.0	0.0	0.0	0.0	0.0	20	19
6	0.0	0.0	0.0	0.0	0.0	0.0	20	17
1	0.09955664919921696	0.07503557001627267	1.5382398734400158	0.8591850000000032	1.754766304925758	2.513810091771771	224	61
4	0.05236628873737342	0.0441315697045934	0.6075740000000046	0.39999967500000094	1.3187693021660534	1.941398607791846	33	24
2	0.09108176271749265	0.06798820117256775	1.3238260000000242	0.7559420000000044	2.050691488074442	2.5631380241452884	176	56
2	0.08772621451057622	0.0699008411103673	1.2754240000000248	0.7894800000000065	2.271946843336717	2.608609278434851	171	57
4	0.01049925843911304	0.011169659481629205	0.09999900000000116	0.07516398366000068	0.15115949923235822	0.25726456387054936	21	18
4	0.0	0.0	0.0	0.0	0.0	0.0	20	19
3	0.07081879111350624	0.04087299954413855	0.8499552000000002	0.3021390000000013	1.458547364169942	1.7287942169087442	35	22
2	0.08709589602501105	0.05884257663571355	1.150000000000003	0.5847740000000032	1.800855289287132	1.9149027309174351	100	46
2	0.09273259106981278	0.07503732004444816	1.2075440000000053	0.7742194859640026	2.243124458741193	2.616994539433633	132	49
2	0.08446564965400982	0.06430288783838341	1.153929578598009	0.6771290000000059	1.9976552122084061	2.244971528993065	149	52
4	0.0	0.0	0.0	0.0	0.0	0.0	20	19
4	0.04132631882999209	0.028802334046138012	0.47141191429200346	0.25361685507600207	0.7065610251731129	0.9478789056826641	28	23
7	0.0	0.0	0.0	0.0	0.0	0.0	20	18
4	0.0	0.0	0.0	0.0	0.0	0.0	20	19
2	0.08779586071671083	0.0710858138978249	1.2567003375000276	0.7777584444570041	1.9568381151460799	2.3978000784656186	177	54
6	0.0	0.0	0.0	0.0	0.0	0.0	20	18
2	0.08577952105532698	0.06062074283191891	1.25911625333401	0.6896400000000049	1.8002018530569959	2.3687961095404266	169	58
5	0.0	0.0	0.0	0.0	0.0	0.0	20	18
7	0.0	0.0	0.0	0.0	0.0	0.0	20	18
2	0.08180175632322952	0.06140056682719926	1.2537353940240163	0.6851670000000054	1.677007327776028	2.2295932081052174	193	54
3	0.06599615388829216	0.05589254560308708	0.8785227000060003	0.5333280000000021	1.4692941761827472	2.2860317989857664	35	27
7	0.0	0.0	0.0	0.0	0.0	0.0	20	17
4	0.0549850332278627	0.04250562086313738	0.6382240000000012	0.37217400000000034	0.8361544434804534	1.0988942655669134	34	28
1	0.09022104318574106	0.06313433224449476	1.4443848704100284	0.7277690000000053	1.7832296820740718	2.6943889375550674	222	60
5	0.0	0.0	0.0	0.0	0.0	0.0	20	18
6	0.0	0.0	0.0	0.0	0.0	0.0	20	17
1	0.09573382697317466	0.07584212474832543	1.4655748180200283	0.7990130000000064	1.8773435696343614	2.4771744686457624	222	60
4	0.013301044002610545	0.0	0.11428300000000116	0.0	0.4907346417136781	0.0	21	15
6	0.0	0.0	0.0	0.0	0.0	0.0	20	15
4	0.0	0.0	0.0	0.0	0.0	0.0	20	17
6	0.0	0.0	0.0	0.0	0.0	0.0	20	17
7	0.0	0.0	0.0	0.0	0.0	0.0	20	18
7	0.0	0.0	0.0	0.0	0.0	0.0	20	17
1	0.09125564236446455	0.06868908347262265	1.3944961052160159	0.754062000000005	1.9842370899265929	2.6946615736757535	224	61
6	0.0	0.0	0.0	0.0	0.0	0.0	20	19
7	0.0	0.0	0.0	0.0	0.0	0.0	20	19
5	0.0	0.0	0.0	0.0	0.0	0.0	20	17
7	0.0	0.0	0.0	0.0	0.0	0.0	20	17
2	0.08636219984482611	0.06708499749047608	1.2953123503200297	0.7407240000000045	2.0569275098562425	2.893321895831442	171	54
6	0.0	0.0	0.0	0.0	0.0	0.0	20	17
3	0.0	0.0	0.0	0.0	0.0	0.0	20	18
6	0.0	0.0	0.0	0.0	0.0	0.0	20	18
2	0.08997169188619578	0.06530302387426642	1.3690289526720167	0.6984050000000044	1.8214859936119876	2.5864433015735986	193	56
6	0.0	0.0	0.0	0.0	0.0	0.0	20	18
5	0.0	0.0	0.0	0.0	0.0	0.0	20	17
2	0.10346656852916579	0.06696493971767457	1.407040028400019	0.7162593908760035	1.881644711223141	2.539953903056457	175	56
3	0.04704021117095702	0.03109239851571157	0.5629611037020055	0.24747400000000228	1.3000177597580556	1.4533759940021642	27	22
3	0.059969386397173904	0.04479074621735143	0.7608090297300069	0.39868268628000203	1.1479636329904475	1.557383808187	37	27
6	0.0	0.0	0.0	0.0	0.0	0.0	20	19
4	0.0	0.0	0.0	0.0	0.0	0.0	20	18
4	0.0	0.0	0.0	0.0	0.0	0.0	20	18
7	0.0	0.0	0.0	0.0	0.0	0.0	20	18
5	0.0	0.0	0.0	0.0	0.0	0.0	20	19
3	0.06672027140184113	0.05448914325905561	0.8568480000000028	0.5643315497040032	1.4621607240903243	2.175450778065446	58	38
3	0.0	0.0	0.0	0.0	0.0	0.0	20	16
7	0.0	0.0	0.0	0.0	0.0	0.0	20	17
3	0.027202667706690376	0.0	0.24088500000000285	0.0	0.2989727463945946	0.0	22	18
5	0.0	0.0	0.0	0.0	0.0	0.0	20	19
6	0.0	0.0	0.0	0.0	0.0	0.0	20	16
1	0.09086282852924424	0.06701643974015553	1.3926049423800284	0.7222240000000054	2.094796680383922	2.4205500145656393	222	60
2	0.08733072504663368	0.07281190006114263	1.25558226747001	0.7773024653400042	2.137825694404226	2.748091168805066	169	56
1	0.08077271548473255	0.06755151503069566	1.3196352342600284	0.7624740000000063	1.70930408653055	3.078915286684419	222	60
7	0.0	0.0	0.0	0.0	0.0	0.0	20	19
6	0.0	0.0	0.0	0.0	0.0	0.0	20	17
4	0.0	0.0	0.0	0.0	0.0	0.0	20	18
1	0.09609088014914796	0.07209477448687412	1.4664647847600285	0.7555480000000053	1.8872194363630423	2.6474341740438496	222	60
2	0.08688457088860775	0.0631362889029739	1.1965940000000141	0.6666473888550017	1.8580146582317862	2.366477824008175	150	54
4	0.05174064629822452	0.0338788875685698	0.5625000375000014	0.28339975910999987	0.921836962900476	1.125957683811348	32	26
6	0.0	0.0	0.0	0.0	0.0	0.0	20	19
4	0.0	0.0	0.0	0.0	0.0	0.0	20	18
6	0.0	0.0	0.0	0.0	0.0	0.0	20	20
1	0.09161467605111726	0.07167714712515282	1.4155199378100285	0.7798130000000082	2.111603035187839	2.691488247909357	222	60
2	0.09192915957915718	0.05940234926751061	1.2892902194640101	0.6896400000000023	2.1664557121185766	2.7999553245929283	169	58
7	0.0	0.0	0.0	0.0	0.0	0.0	20	18
5	0.03642418132110421	0.033433979711698494	0.42305800000000277	0.29464187499900146	0.4485294991810221	0.788449150286663	26	21
4	0.0	0.0	0.0	0.0	0.0	0.0	20	19
3	0.06438697343748495	0.04592234423907392	0.7852800000000013	0.45111889285800016	1.48784373713908	2.0839722726704637	34	28
3	0.0	0.0	0.0	0.0	0.0	0.0	20	19
1	0.09673908969336735	0.06532420272211802	1.4682447262500284	0.7166570000000053	2.231336463692742	2.624909689038476	222	60
4	0.0	0.0	0.0	0.0	0.0	0.0	20	19
6	0.0	0.0	0.0	0.0	0.0	0.0	20	17
4	0.0	0.0	0.0	0.0	0.0	0.0	20	18
1	0.09036202802631377	0.06770459077115354	1.4411600988900284	0.7833250000000064	1.9173311953256904	2.508900069103453	222	60
1	0.09462227955224248	0.06952928241680796	1.531624819050016	0.7727890000000082	2.3312443001549155	2.621086788336424	221	60
7	0.0	0.0	0.0	0.0	0.0	0.0	20	16
3	0.06923903274714775	0.04784805905580371	0.8639440000000029	0.4802757025140028	1.7045227531819611	2.0745652285330642	43	31
7	0.0	0.0	0.0	0.0	0.0	0.0	20	18
4	0.0	0.0	0.0	0.0	0.0	0.0	20	17
5	0.0	0.0	0.0	0.0	0.0	0.0	20	17
5	0.0	0.0	0.0	0.0	0.0	0.0	20	20
7	0.0	0.0	0.0	0.0	0.0	0.0	20	16
6	0.0	0.0	0.0	0.0	0.0	0.0	20	17
3	0.0	0.0	0.0	0.0	0.0	0.0	20	18
7	0.0	0.0	0.0	0.0	0.0	0.0	20	16
1	0.0899938146461058	0.06580498903994864	1.4299799307000285	0.719288000000008	1.9078672282058213	2.513720991149512	222	60
2	0.08997595419676105	0.05794022178184742	1.3218961397280053	0.6666660000000054	1.9998405932637966	2.7375382519962854	183	54
7	0.0	0.0	0.0	0.0	0.0	0.0	20	17
4	0.010473489315714062	0.0	0.10238000000000116	0.0	0.14352873842068278	0.0	21	17
3	0.07944736062305142	0.05816123604068627	1.0132730000000079	0.5934264141480025	1.5329806659466594	2.211186981612814	75	44
4	0.0	0.0	0.0	0.0	0.0	0.0	20	17
4	0.0521826928746962	0.0428785499448108	0.6687497250000015	0.3824996850000008	0.8983457525861408	1.506212943376147	32	25
5	0.0	0.0	0.0	0.0	0.0	0.0	20	16
1	0.09551232386948996	0.07016228871397757	1.4434398558300283	0.7803760000000064	2.3648902313371782	2.984099680056532	222	60
2	0.08314214414505948	0.05933130107464628	1.184304000000013	0.6428513571480035	2.0496819100146477	2.489164102637751	166	56
3	0.07053118095681049	0.05466175052738521	0.8280300000000016	0.5285610000000002	1.188210264367437	1.8967165490173121	41	35
3	0.0	0.0	0.0	0.0	0.0	0.0	20	20
3	0.07039935310480215	0.055758570984867716	0.8776240000000015	0.589471603944003	1.1612463730100393	1.7478204594723818	47	40
2	0.09037402846678814	0.06882914436000069	1.3308240483840277	0.7198340000000044	2.2146856917166193	3.057835378223743	191	59
6	0.0	0.0	0.0	0.0	0.0	0.0	20	19
1	0.09058614112433071	0.06029542407079482	1.3552300384800284	0.683335000000008	2.0374781420236294	2.6248053667142397	222	60
3	0.056520462319357354	0.0504284517089334	0.7257550000000046	0.5038338582360021	1.3753076359029208	2.212974945709738	33	29
5	0.0	0.0	0.0	0.0	0.0	0.0	20	17
1	0.09017221064747839	0.06612566523404109	1.3917699186900283	0.7444360000000054	2.44472853748702	2.653798127810966	222	60
6	0.0	0.0	0.0	0.0	0.0	0.0	20	15
4	0.0	0.0	0.0	0.0	0.0	0.0	20	18
5	0.0	0.0	0.0	0.0	0.0	0.0	20	18
6	0.0	0.0	0.0	0.0	0.0	0.0	20	19
4	0.0	0.0	0.0	0.0	0.0	0.0	20	16
4	0.0	0.0	0.0	0.0	0.0	0.0	20	18
1	0.0902082121743321	0.069154332629279	1.3578722784960158	0.7604370000000024	1.9238514200472736	2.295379525330124	224	61
1	0.10041024585464865	0.07191221625104904	1.4891358555840157	0.7768300000000024	1.8888241038408582	2.3869936327686334	224	61
2	0.09026653455485496	0.06884131847153017	1.2919080000000214	0.7924474162680003	2.18385984252798	2.893124703175407	174	53
1	0.0892481492569538	0.07141035608493913	1.3646851107900284	0.7764720000000064	2.226843346081315	2.7972427415321484	222	60
6	0.0	0.0	0.0	0.0	0.0	0.0	20	17
2	0.08351069546521385	0.05414908452793257	1.1267667063000109	0.6382314529440017	1.945824353161673	2.186391083522426	127	51
4	0.0	0.0	0.0	0.0	0.0	0.0	20	18
4	0.0	0.0	0.0	0.0	0.0	0.0	20	19
4	0.0	0.0	0.0	0.0	0.0	0.0	20	14
2	0.0934082739381202	0.06858960000000966	1.2485820000000127	0.7058880000000032	2.2812476546591784	2.8732158773630148	148	51
3	0.06557109523144929	0.05175001701202249	0.8325440000000027	0.48484800000000366	1.4004119746426047	1.9114772268197906	43	33
1	0.10024938354352592	0.06671074084585073	1.4989757626560158	0.7444340000000031	2.4014439401991585	2.8055770289995126	224	61
5	0.0	0.0	0.0	0.0	0.0	0.0	20	17
1	0.1001708000971866	0.07531922918448013	1.4471099599500283	0.7754810000000064	2.50010769874325	2.9581983838331176	222	60
4	0.010651889486577179	0.010326142880332982	0.09523700000000115	0.07367999736000201	0.17186160124125854	0.2491853788162732	21	20
7	0.0	0.0	0.0	0.0	0.0	0.0	20	18
2	0.0910454592609828	0.06665895188989332	1.3670880000000052	0.7036860000000045	2.003618971594189	2.8068873697251644	186	54
6	0.0	0.0	0.0	0.0	0.0	0.0	20	18
2	0.08619771442685718	0.0635914372024025	1.2654090000000142	0.6884513213490034	1.6341227198002777	2.333786398608753	193	54
3	0.06855410889607388	0.04770013940840586	0.861523000000004	0.42307457692500094	1.5978151873221795	1.9231947467998904	52	26
5	0.0	0.0	0.0	0.0	0.0	0.0	20	17
